13,pastel,13
15,pastel,23
12,prato_feito,11
26,churrasco,6
29,acai,26
17,prato_feito,41
25,hamburguer,21
24,churrasco,46
13,prato_feito,48
14,prato_feito,33
3,hamburguer,27
6,sushi,48
28,sushi,33
1,pastel,14
16,pastel,24
29,prato_feito,47
29,churrasco,50
9,pizza,11
6,churrasco,42
17,esfirra,37
16,churrasco,30
27,prato_feito,32
15,hamburguer,31
16,pizza,31
30,pizza,19
28,churrasco,18
3,pizza,37
5,pizza,5
4,prato_feito,5
3,churrasco,25
1,churrasco,19
14,churrasco,44
24,hamburguer,24
8,sushi,10
30,pizza,23
29,pizza,29
25,acai,15
12,pastel,40
25,pizza,39
13,sushi,17
2,esfirra,24
20,pastel,14
9,pizza,32
3,sushi,17
2,churrasco,11
29,hamburguer,31
18,pizza,23
30,hamburguer,44
7,pizza,22
3,pizza,30
25,prato_feito,46
5,pastel,23
2,hamburguer,30
18,esfirra,42
15,acai,21
28,pizza,43
16,pizza,29
18,acai,28
10,pizza,44
7,hamburguer,29
27,churrasco,16
2,prato_feito,11
16,prato_feito,22
17,prato_feito,41
24,esfirra,43
8,prato_feito,41
9,sushi,28
3,esfirra,23
4,sushi,7
28,esfirra,40
1,pastel,8
29,churrasco,24
15,churrasco,15
13,acai,5
26,sushi,33
9,esfirra,42
28,prato_feito,25
19,hamburguer,22
22,churrasco,18
15,esfirra,33
28,pastel,21
26,prato_feito,27
9,acai,17
30,pastel,42
28,acai,24
21,prato_feito,18
6,esfirra,27
11,prato_feito,11
5,sushi,7
18,esfirra,46
20,prato_feito,21
17,hamburguer,20
24,sushi,12
12,acai,7
11,esfirra,14
27,pastel,47
21,esfirra,34
22,prato_feito,44
26,pastel,15
12,prato_feito,43
14,prato_feito,47
24,esfirra,47
24,acai,31
1,pizza,21
23,acai,43
16,pastel,28
11,esfirra,22
16,esfirra,9
3,sushi,11
29,churrasco,5
5,pastel,49
12,esfirra,18
1,sushi,18
24,sushi,8
10,pizza,20
25,esfirra,22
22,acai,17
4,esfirra,41
4,esfirra,7
1,prato_feito,9
3,sushi,25
29,hamburguer,49
14,pastel,35
22,hamburguer,19
7,churrasco,14
24,prato_feito,12
28,prato_feito,32
6,hamburguer,49
9,churrasco,44
29,churrasco,34
21,acai,22
22,pastel,31
2,hamburguer,28
13,pastel,23
29,pastel,15
21,pizza,50
26,sushi,30
4,prato_feito,24
15,pizza,6
20,esfirra,46
3,esfirra,37
28,hamburguer,48
27,prato_feito,12
3,acai,34
19,esfirra,36
1,esfirra,43
3,churrasco,33
28,pastel,25
18,churrasco,11
4,churrasco,12
19,churrasco,21
14,prato_feito,22
9,churrasco,37
13,hamburguer,13
7,sushi,36
4,sushi,25
19,hamburguer,36
29,sushi,23
15,churrasco,44
4,churrasco,6
3,esfirra,42
13,hamburguer,10
22,acai,28
27,acai,20
16,pizza,44
15,hamburguer,44
20,pizza,42
30,churrasco,20
29,sushi,12
24,acai,28
23,prato_feito,38
23,pastel,37
23,sushi,6
27,acai,27
3,sushi,27
9,hamburguer,43
30,acai,8
15,pizza,28
10,churrasco,21
5,hamburguer,18
9,prato_feito,44
24,sushi,31
30,esfirra,43
12,sushi,44
27,sushi,31
11,esfirra,31
5,esfirra,44
27,pizza,22
26,acai,21
6,churrasco,30
11,acai,6
9,esfirra,13
13,churrasco,44
11,prato_feito,19
19,pastel,14
28,sushi,29
27,churrasco,47
23,esfirra,43
15,esfirra,32
6,esfirra,20
22,hamburguer,41
19,churrasco,49
28,sushi,42
14,prato_feito,43
6,acai,10
7,pastel,45
11,acai,15
6,churrasco,12
2,pastel,24
9,churrasco,20
6,prato_feito,50
29,hamburguer,36
24,esfirra,46
13,esfirra,20
10,hamburguer,46
10,hamburguer,46
6,esfirra,5
22,acai,8
24,churrasco,34
29,sushi,43
5,hamburguer,23
7,churrasco,10
26,hamburguer,30
23,churrasco,31
6,prato_feito,40
28,prato_feito,18
16,acai,39
6,churrasco,40
17,pastel,22
20,acai,11
5,prato_feito,35
29,prato_feito,50
11,churrasco,41
7,pastel,24
22,sushi,13
3,hamburguer,21
20,esfirra,34
13,sushi,19
29,sushi,11
26,sushi,42
1,esfirra,18
2,esfirra,16
20,hamburguer,39
14,pizza,43
17,acai,11
29,acai,24
13,esfirra,31
13,pastel,34
30,pastel,30
16,acai,16
15,acai,17
25,pizza,44
21,sushi,33
22,pastel,7
23,acai,44
3,churrasco,9
19,prato_feito,9
25,esfirra,34
15,prato_feito,44
4,sushi,14
9,acai,33
7,acai,38
9,churrasco,44
11,acai,9
16,acai,49
25,sushi,37
13,pastel,45
25,sushi,47
16,esfirra,6
30,sushi,40
16,churrasco,5
30,pastel,49
9,acai,19
26,pastel,48
29,prato_feito,25
29,acai,46
22,sushi,9
2,prato_feito,29
2,pizza,9
23,churrasco,18
1,hamburguer,47
28,pizza,50
3,pizza,11
11,sushi,8
9,sushi,22
6,churrasco,39
28,prato_feito,10
7,prato_feito,39
25,sushi,31
6,hamburguer,9
27,esfirra,25
5,pastel,10
23,prato_feito,9
5,acai,20
7,churrasco,23
13,acai,27
9,prato_feito,27
14,pizza,36
3,esfirra,48
29,pizza,34
14,esfirra,23
27,esfirra,32
27,hamburguer,26
17,acai,49
22,sushi,6
9,hamburguer,17
9,sushi,35
21,esfirra,17
9,hamburguer,20
19,pastel,44
20,hamburguer,49
7,pizza,46
26,pastel,42
28,pizza,6
3,churrasco,35
18,acai,49
13,churrasco,23
30,pastel,25
22,esfirra,19
7,prato_feito,30
8,pastel,42
9,pizza,21
28,churrasco,33
23,prato_feito,9
29,pastel,47
7,hamburguer,30
7,churrasco,42
2,sushi,48
2,esfirra,23
30,hamburguer,35
9,pastel,43
8,pastel,22
23,prato_feito,35
11,churrasco,17
26,sushi,15
24,acai,24
11,sushi,5
12,churrasco,11
30,pastel,16
19,pastel,36
8,prato_feito,18
5,sushi,50
1,acai,34
19,churrasco,43
4,sushi,38
18,churrasco,36
4,sushi,11
26,pastel,25
29,pastel,41
20,pastel,22
29,hamburguer,37
18,pastel,10
26,pizza,30
29,hamburguer,9
19,churrasco,7
10,esfirra,40
21,sushi,35
22,sushi,30
10,hamburguer,8
11,hamburguer,39
6,esfirra,49
27,pizza,6
18,sushi,41
1,prato_feito,40
22,churrasco,6
15,prato_feito,33
3,pizza,31
9,churrasco,32
28,acai,22
23,esfirra,30
29,hamburguer,42
14,pizza,29
2,esfirra,42
23,esfirra,19
21,pastel,19
30,churrasco,22
16,esfirra,34
26,pizza,46
29,prato_feito,12
16,esfirra,33
12,prato_feito,33
5,pastel,10
20,acai,50
12,prato_feito,45
26,pizza,42
24,churrasco,18
5,pastel,20
7,pastel,17
4,churrasco,18
9,hamburguer,49
27,pizza,38
6,hamburguer,39
12,acai,23
12,pizza,28
1,pastel,17
5,pastel,22
29,acai,11
14,churrasco,32
29,sushi,8
25,acai,8
9,churrasco,8
6,churrasco,19
20,sushi,39
12,churrasco,12
23,sushi,28
16,prato_feito,16
18,esfirra,47
27,sushi,37
9,churrasco,23
6,hamburguer,26
17,churrasco,23
2,pastel,9
3,hamburguer,8
14,esfirra,37
16,acai,6
12,acai,5
4,pizza,41
18,pastel,26
26,prato_feito,17
6,sushi,24
18,hamburguer,28
1,hamburguer,16
20,pizza,46
30,esfirra,19
27,sushi,31
25,sushi,35
25,pastel,37
6,prato_feito,38
5,esfirra,30
25,pizza,15
13,pizza,13
23,prato_feito,20
20,pastel,5
27,churrasco,45
17,hamburguer,39
20,pizza,46
6,churrasco,32
12,hamburguer,47
14,esfirra,49
15,churrasco,9
5,prato_feito,31
6,churrasco,16
7,esfirra,8
26,hamburguer,45
10,pastel,17
18,prato_feito,24
27,prato_feito,39
19,sushi,12
14,acai,31
16,churrasco,22
21,acai,43
26,prato_feito,16
17,hamburguer,37
21,hamburguer,17
25,sushi,14
18,prato_feito,30
29,sushi,17
22,pizza,10
18,prato_feito,45
24,prato_feito,32
16,churrasco,12
13,hamburguer,27
11,acai,18
15,churrasco,33
25,pizza,12
22,acai,11
18,sushi,11
4,acai,33
15,pastel,7
19,hamburguer,49
10,pastel,47
29,acai,5
15,pizza,5
23,esfirra,21
18,hamburguer,45
1,hamburguer,28
26,sushi,18
28,acai,32
14,esfirra,49
14,hamburguer,5
10,pastel,30
9,hamburguer,20
6,hamburguer,16
14,churrasco,23
24,acai,31
24,churrasco,34
15,churrasco,11
15,esfirra,14
17,esfirra,46
19,pizza,45
16,pizza,14
19,pizza,21
10,pastel,32
18,sushi,7
16,pastel,27
24,prato_feito,32
9,acai,46
6,pastel,19
7,prato_feito,31
19,acai,9
10,hamburguer,30
7,prato_feito,38
8,prato_feito,25
17,churrasco,45
19,pastel,19
24,sushi,6
3,pizza,47
18,sushi,29
25,churrasco,29
28,churrasco,40
14,acai,28
28,acai,38
13,pizza,27
17,churrasco,42
8,pastel,24
11,hamburguer,26
1,sushi,22
26,acai,49
24,pastel,30
24,esfirra,39
10,churrasco,26
19,churrasco,32
23,pastel,13
13,sushi,5
18,churrasco,25
14,pizza,9
7,pizza,26
1,esfirra,26
25,sushi,39
26,esfirra,44
4,esfirra,37
14,esfirra,6
24,acai,48
11,esfirra,19
5,prato_feito,16
17,hamburguer,25
3,hamburguer,24
13,sushi,25
30,esfirra,50
17,hamburguer,30
13,pizza,13
25,sushi,17
4,prato_feito,24
27,prato_feito,40
12,hamburguer,38
30,acai,35
25,pizza,7
13,sushi,32
30,pizza,39
18,sushi,12
28,sushi,45
19,churrasco,9
8,pastel,14
28,prato_feito,42
1,esfirra,40
9,prato_feito,49
30,acai,43
15,hamburguer,50
1,acai,11
27,hamburguer,24
2,esfirra,14
9,prato_feito,13
11,acai,14
9,pastel,17
21,pizza,12
10,esfirra,37
10,hamburguer,32
24,prato_feito,20
21,sushi,45
29,prato_feito,29
16,hamburguer,48
27,esfirra,11
22,churrasco,50
6,prato_feito,38
4,pizza,43
4,hamburguer,34
9,acai,16
14,pizza,26
26,sushi,23
18,churrasco,41
25,acai,41
8,hamburguer,37
26,pastel,19
7,pizza,25
14,sushi,12
6,prato_feito,49
28,hamburguer,47
27,acai,21
15,sushi,16
9,esfirra,37
22,sushi,20
26,sushi,18
16,pizza,18
19,prato_feito,17
21,hamburguer,9
12,acai,46
5,acai,44
22,pizza,33
14,prato_feito,25
24,hamburguer,47
11,hamburguer,24
8,prato_feito,46
24,prato_feito,41
29,sushi,11
10,prato_feito,44
1,prato_feito,15
29,pizza,42
30,esfirra,28
9,esfirra,23
12,pastel,47
29,hamburguer,7
16,pastel,30
14,acai,30
27,pizza,14
29,acai,16
6,acai,10
6,esfirra,40
13,hamburguer,40
24,churrasco,37
20,pastel,47
5,pastel,17
8,hamburguer,50
23,esfirra,45
28,pizza,38
26,acai,21
18,churrasco,48
29,pizza,8
17,acai,26
8,churrasco,15
5,acai,47
15,sushi,23
3,esfirra,50
9,prato_feito,47
1,pastel,21
6,esfirra,16
23,esfirra,24
17,sushi,35
2,acai,35
22,acai,39
22,esfirra,44
14,acai,39
29,hamburguer,47
23,esfirra,23
10,pastel,8
1,hamburguer,38
28,hamburguer,28
3,churrasco,34
1,acai,9
3,prato_feito,5
15,sushi,13
8,sushi,24
19,esfirra,42
25,hamburguer,9
23,esfirra,35
27,pizza,37
21,churrasco,25
30,hamburguer,11
25,esfirra,8
12,prato_feito,11
29,sushi,37
18,pastel,40
12,pizza,39
4,acai,22
27,pizza,12
8,pastel,32
1,acai,12
3,acai,35
21,churrasco,32
4,acai,45
20,sushi,18
15,sushi,40
26,sushi,49
21,churrasco,18
21,esfirra,11
22,hamburguer,36
19,acai,39
4,esfirra,24
19,sushi,21
8,hamburguer,36
17,pizza,11
2,pizza,22
4,churrasco,45
13,pizza,43
29,sushi,15
18,acai,12
24,hamburguer,6
20,hamburguer,18
28,prato_feito,37
1,pizza,17
3,prato_feito,46
15,pastel,20
15,esfirra,20
27,hamburguer,38
27,acai,15
23,pizza,15
19,prato_feito,39
6,esfirra,15
14,pizza,32
9,prato_feito,41
1,pastel,45
10,pastel,23
21,acai,15
26,sushi,21
17,sushi,15
4,esfirra,38
5,pastel,24
27,churrasco,10
23,hamburguer,31
28,pastel,27
20,pizza,20
12,prato_feito,49
28,prato_feito,40
10,hamburguer,15
2,pizza,11
9,prato_feito,34
20,sushi,21
28,pizza,8
2,sushi,39
11,sushi,33
1,prato_feito,45
12,esfirra,5
23,prato_feito,10
25,sushi,45
30,pastel,38
7,acai,23
28,pizza,44
6,hamburguer,29
6,sushi,49
19,pastel,43
27,hamburguer,23
2,prato_feito,13
22,hamburguer,10
9,churrasco,13
17,sushi,43
6,sushi,48
7,churrasco,12
16,pastel,20
18,esfirra,44
14,esfirra,12
7,pizza,45
20,acai,23
9,acai,36
24,pizza,9
27,pastel,50
18,churrasco,36
8,prato_feito,22
6,acai,18
13,esfirra,23
6,hamburguer,43
1,acai,8
15,pastel,25
12,esfirra,48
14,acai,29
10,hamburguer,49
21,sushi,43
10,esfirra,30
27,sushi,11
12,pizza,13
2,pizza,40
19,churrasco,26
13,sushi,43
20,pastel,10
14,churrasco,44
4,hamburguer,26
11,pizza,7
25,pizza,29
30,sushi,34
20,churrasco,8
16,esfirra,41
14,pastel,45
3,prato_feito,22
15,pastel,40
11,acai,29
23,pizza,40
1,esfirra,21
24,esfirra,43
11,hamburguer,11
3,pastel,38
30,acai,49
27,esfirra,30
18,hamburguer,12
18,pizza,31
22,churrasco,24
6,pastel,44
13,pizza,50
19,acai,28
22,prato_feito,48
13,pastel,35
5,esfirra,16
22,prato_feito,24
15,acai,14
6,pastel,19
19,sushi,40
15,churrasco,30
22,acai,27
1,esfirra,40
27,hamburguer,11
16,sushi,10
16,esfirra,20
4,esfirra,7
23,hamburguer,9
14,hamburguer,8
3,pastel,8
29,acai,30
11,prato_feito,46
21,pizza,12
27,pizza,26
22,hamburguer,14
10,esfirra,38
6,acai,48
18,esfirra,13
21,pastel,26
19,acai,7
12,pastel,50
19,prato_feito,32
12,pastel,25
14,hamburguer,34
29,sushi,19
30,hamburguer,50
27,acai,27
21,churrasco,25
4,hamburguer,31
29,esfirra,43
26,pastel,40
26,churrasco,36
24,pizza,11
9,acai,10
27,esfirra,15
1,hamburguer,24
4,pastel,50
21,pastel,24
14,sushi,45
7,pizza,50
4,pastel,42
17,pizza,5
22,pastel,50
21,hamburguer,50
7,hamburguer,17
9,churrasco,17
7,churrasco,28
12,pizza,25
11,hamburguer,22
24,pizza,9
1,pastel,21
14,sushi,5
11,pastel,20
24,hamburguer,14
24,churrasco,29
27,acai,31
4,prato_feito,38
4,sushi,11
19,acai,24
30,hamburguer,24
12,sushi,12
29,acai,18
10,hamburguer,16
6,sushi,13
21,pizza,10
21,esfirra,26
27,churrasco,29
29,acai,35
13,churrasco,29
11,acai,17
25,prato_feito,29
7,esfirra,44
7,esfirra,23
16,prato_feito,33
20,hamburguer,20
2,acai,34
13,churrasco,12
16,pastel,38
2,churrasco,32
21,pizza,18
2,prato_feito,26
25,esfirra,10
22,prato_feito,30
18,pastel,46
15,churrasco,40
12,pastel,7
16,churrasco,45
6,hamburguer,35
22,hamburguer,36
26,pastel,34
6,acai,18
11,acai,32
30,pastel,16
5,hamburguer,14
25,pastel,45
2,churrasco,46
20,pizza,49
28,pastel,24
7,pastel,13
28,pizza,16
6,acai,9
23,hamburguer,18
12,pizza,45
13,sushi,21
10,prato_feito,31
23,sushi,45
23,hamburguer,19
12,hamburguer,47
27,hamburguer,6
11,esfirra,22
22,churrasco,46
9,esfirra,24
21,churrasco,19
11,pastel,28
6,hamburguer,9
14,hamburguer,44
11,pizza,8
4,churrasco,9
12,pizza,25
9,hamburguer,36
28,hamburguer,30
16,sushi,15
21,acai,29
3,prato_feito,46
4,acai,34
8,prato_feito,46
24,acai,49
11,acai,11
22,pizza,8
13,esfirra,32
12,sushi,21
6,hamburguer,38
17,acai,38
24,churrasco,35
14,acai,16
7,prato_feito,44
11,churrasco,50
5,hamburguer,26
11,sushi,36
23,prato_feito,24
7,churrasco,11
16,hamburguer,28
27,acai,5
15,churrasco,22
13,acai,14
22,acai,32
17,prato_feito,20
5,pastel,29
12,pizza,9
12,acai,24
9,pizza,8
20,acai,14
23,sushi,42
6,prato_feito,20
12,sushi,10
24,hamburguer,40
26,sushi,6
21,churrasco,15
25,sushi,6
29,hamburguer,13
13,esfirra,50
21,sushi,39
24,esfirra,29
22,sushi,17
30,hamburguer,49
19,churrasco,21
10,esfirra,29
29,esfirra,28
7,churrasco,5
20,acai,22
28,esfirra,32
27,churrasco,50
7,hamburguer,30
13,churrasco,15
30,acai,16
13,prato_feito,11
28,pastel,36
10,prato_feito,11
25,esfirra,27
10,churrasco,40
17,acai,8
3,prato_feito,12
27,hamburguer,14
13,hamburguer,38
30,pastel,30
14,pizza,11
27,churrasco,7
3,pastel,30
12,acai,46
15,churrasco,9
16,acai,41
5,hamburguer,24
15,sushi,25
14,sushi,6
14,prato_feito,34
14,pastel,6
22,prato_feito,23
15,esfirra,44
10,hamburguer,9
30,esfirra,41
1,churrasco,22
3,acai,49
17,esfirra,20
4,acai,42
6,esfirra,31
14,churrasco,10
11,pastel,42
15,churrasco,35
15,churrasco,12
29,acai,28
23,prato_feito,31
13,pizza,43
1,hamburguer,25
19,churrasco,17
6,pizza,10
29,sushi,48
23,pizza,19
6,pizza,48
22,hamburguer,37
21,esfirra,47
21,churrasco,49
2,churrasco,16
5,acai,23
21,prato_feito,22
2,prato_feito,47
26,acai,40
11,esfirra,14
21,sushi,19
26,sushi,42
17,acai,29
19,pizza,5
20,hamburguer,29
5,acai,34
15,prato_feito,39
18,pastel,9
12,esfirra,37
19,churrasco,34
18,esfirra,50
27,hamburguer,42
25,pastel,27
3,pastel,28
21,acai,50
19,prato_feito,10
12,esfirra,36
6,hamburguer,21
25,prato_feito,18
16,acai,38
11,acai,43
6,sushi,20
25,acai,30
1,hamburguer,39
26,pastel,15
3,pizza,10
18,sushi,34
21,esfirra,28
27,esfirra,10
3,hamburguer,6
7,esfirra,11
8,acai,11
2,churrasco,13
10,pizza,21
22,churrasco,37
18,pastel,40
15,esfirra,46
21,pastel,11
18,esfirra,29
9,sushi,22
16,prato_feito,22
25,pizza,22
5,esfirra,37
21,acai,23
30,acai,47
13,churrasco,8
12,esfirra,21
19,prato_feito,19
4,churrasco,12
12,esfirra,47
4,pastel,31
4,churrasco,14
30,churrasco,48
3,esfirra,44
20,prato_feito,30
5,acai,29
3,hamburguer,13
23,pizza,49
11,hamburguer,20
15,pastel,34
15,acai,14
12,prato_feito,14
18,pastel,13
16,acai,37
24,hamburguer,41
10,esfirra,23
23,pastel,16
29,pastel,31
29,esfirra,32
24,esfirra,50
12,esfirra,34
14,churrasco,49
6,pastel,11
17,hamburguer,44
15,sushi,8
4,hamburguer,5
1,sushi,43
27,churrasco,42
12,acai,38
18,pizza,18
22,acai,43
29,esfirra,12
2,prato_feito,19
26,acai,31
28,sushi,48
6,prato_feito,23
29,churrasco,39
2,acai,20
7,acai,12
7,acai,34
23,esfirra,9
3,hamburguer,48
2,churrasco,16
4,acai,50
28,esfirra,40
16,sushi,40
20,hamburguer,7
10,pastel,7
3,esfirra,28
11,prato_feito,28
25,hamburguer,26
20,prato_feito,47
19,sushi,10
19,esfirra,46
2,hamburguer,5
29,acai,17
15,hamburguer,13
10,pastel,48
4,esfirra,35
26,pastel,15
6,hamburguer,18
17,sushi,8
6,pizza,19
10,sushi,13
29,pastel,47
27,esfirra,39
8,esfirra,7
27,pizza,11
28,hamburguer,6
18,prato_feito,11
14,churrasco,26
11,acai,7
10,sushi,39
6,sushi,9
27,prato_feito,33
18,prato_feito,49
1,hamburguer,18
22,pizza,12
27,sushi,27
27,pizza,31
1,esfirra,32
1,sushi,13
11,esfirra,50
20,churrasco,17
11,churrasco,23
20,acai,11
6,pastel,19
22,pastel,15
5,churrasco,9
21,acai,44
2,prato_feito,28
30,churrasco,43
13,hamburguer,24
24,prato_feito,22
17,prato_feito,34
26,esfirra,38
17,acai,47
29,sushi,6
23,acai,28
16,prato_feito,37
30,esfirra,36
16,hamburguer,14
12,hamburguer,37
5,acai,39
1,sushi,26
20,esfirra,13
16,hamburguer,31
17,pizza,23
6,churrasco,7
7,esfirra,5
20,acai,44
12,pizza,35
19,acai,37
4,hamburguer,27
12,churrasco,35
7,acai,29
18,sushi,35
2,acai,48
10,sushi,24
22,churrasco,44
10,sushi,45
20,esfirra,23
4,hamburguer,6
21,pizza,31
2,esfirra,26
19,churrasco,11
23,esfirra,9
28,churrasco,7
18,churrasco,13
12,sushi,23
7,esfirra,22
12,prato_feito,37
8,pastel,26
13,acai,23
19,churrasco,32
9,acai,46
20,hamburguer,40
20,sushi,20
2,pastel,33
5,esfirra,38
1,pizza,16
26,sushi,25
6,prato_feito,22
12,prato_feito,49
22,churrasco,29
1,hamburguer,16
19,acai,7
28,churrasco,42
3,pastel,27
9,pizza,23
19,esfirra,48
16,pizza,25
18,pastel,49
9,pizza,19
16,churrasco,39
14,esfirra,23
8,pastel,36
6,acai,28
26,esfirra,32
25,prato_feito,34
19,pizza,36
16,churrasco,25
26,prato_feito,43
6,churrasco,45
27,hamburguer,22
18,acai,12
28,acai,20
1,acai,10
23,acai,16
13,pizza,49
4,pizza,8
12,hamburguer,13
8,esfirra,21
25,sushi,27
19,hamburguer,49
7,prato_feito,46
16,acai,28
29,hamburguer,7
29,sushi,33
14,hamburguer,13
22,hamburguer,30
2,pizza,47
22,prato_feito,7
28,churrasco,11
3,acai,48
6,esfirra,28
12,churrasco,7
8,esfirra,43
10,pizza,48
27,churrasco,35
2,pizza,16
19,pastel,18
9,pastel,43
19,pastel,27
8,churrasco,16
24,pizza,47
5,acai,43
9,sushi,14
27,hamburguer,33
15,esfirra,45
2,pastel,15
20,sushi,35
12,sushi,23
29,churrasco,31
14,hamburguer,40
26,pizza,18
10,prato_feito,32
15,prato_feito,44
29,pizza,32
16,esfirra,21
14,prato_feito,40
5,pastel,20
11,pastel,40
14,churrasco,30
21,esfirra,36
